feature,weight_%
intercept,-20.987270588060678
rel_return_1_pct,11.699906522063136
rel_vol_pct,7.592610848592578
size_rank_chg_pct,7.43381565623787
share_chg_2_pct,-3.8180612088668084
share_chg_1_pct,3.414525837256245
size_rank_pct,-2.4712045095186177
rel_return_2_pct,0.17758064670263793
