stock,name,ticker,country,base_quarter,forecast_quarter,current_weight,predicted_change_%,predicted_weight,actual_weight,model,error,naive_error,low,high
MYL3034OO005,Hap Seng Consolidated Bhd,3034,MYS,Dec-22,Dec-23,0.0152894115955781,-9.945837035131623,0.014494772472783538,0.0,ridge_a0.1,0.014494772472783538,0.0152894115955781,0.008708101320997981,0.026873474941701257
KR7068760008,Celltrion Pharm Inc,068760,KOR,Dec-22,Dec-23,0.01526933357641122,-11.123432226053723,0.01428644567418312,0.02076349707046512,ridge_a0.1,-0.006477051396281998,-0.005494163494053898,0.009323725046931785,0.02632234299641898
KR7005940002,NH Investment & Securities Co Ltd,005940,KOR,Dec-22,Dec-23,0.015058514375158993,-9.4611179599122,0.014352716016027216,0.017053071838723018,ridge_a0.1,-0.002700355822695802,-0.001994557463564025,0.008948394166998202,0.024936370497508457
BRBRFSACNOR8,BRF SA,BRFS3,BRA,Dec-22,Dec-23,0.015028397346408677,-10.278470324292522,0.014194698583952427,0.0,ridge_a0.1,0.014194698583952427,0.015028397346408677,0.008987459369175122,0.024338330077496376
HK0000311099,China Resources Pharmaceutical Group Ltd Registered Shs Unitary 144A/Reg S,03320,CHN,Dec-22,Dec-23,0.015018358336825235,0.0,0.015810270443049154,0.015904860019158126,naive (no feature history),-9.458957610897212e-05,-0.0008865016823328912,0.009926205818394037,0.028347627083987546
CNE000000R36,Chongqing Changan Automobile Co Ltd Class A,000625,CHN,Dec-22,Dec-23,0.014958124279324601,-12.22451007615689,0.013821883747399552,0.01808433615814704,ridge_a0.1,-0.004262452410747488,-0.0031262118788224387,0.008734756042303012,0.024933777377386255
CNE1000001Y8,AviChina Industry & Technology Co Ltd Class H,02357,CHN,Dec-22,Dec-23,0.014917968240990844,-8.943617027603823,0.014300028716404596,0.015394543654907063,ridge_a0.1,-0.0010945149385024663,-0.0004765754139162189,0.008807810552897805,0.025031853133781774
CNE1000007W9,Ninestar Corporation Class A,002180,CHN,Dec-22,Dec-23,0.014877812202657086,-9.334119714678714,0.014200374286973584,0.0058261118251996345,ridge_a0.1,0.00837426246177395,0.009051700377457452,0.008894734400183542,0.02456316085138339
CNE000000TK5,ZTE Corp Class A,000063,CHN,Dec-22,Dec-23,0.014857734183490207,-9.784476309202358,0.014110769418549277,0.013363909788824709,ridge_a0.1,0.0007468596297245684,0.0014938243946654977,0.008548412060235605,0.0264632274741872
CNE1000031P3,Foxconn Industrial Internet Co Ltd Class A,601138,CHN,Dec-22,Dec-23,0.014757344087655812,-12.120813106285697,0.013652464942006547,0.02570718684914729,ridge_a0.1,-0.012054721907140744,-0.010949842761491479,0.007908986043454082,0.02349732333821082
CNE100002FM5,Bank of Shanghai Co Ltd Class A,601229,CHN,Dec-22,Dec-23,0.014737266068488936,-8.276532389887166,0.014230305566916653,0.014235700244420276,ridge_a0.1,-5.394677503623227e-06,0.0005015658240686595,0.009182499610533199,0.025542274811836404
TH6066010R13,Carabao Group PCL Units Non-Voting Depository Receipts,CBG-R,THA,Dec-22,Dec-23,0.014697110030155178,-10.478185693205301,0.013850889269408653,0.0,ridge_a0.1,0.013850889269408653,0.014697110030155178,0.008814038783867521,0.024407031266670952
GRS496003005,Terna Energy SA,44T,GRC,Dec-22,Dec-23,0.014666993001404859,0.0,0.015440377752202417,0.0,naive (no feature history),0.015440377752202417,0.014666993001404859,0.009525289398769165,0.02718644957243337
CNE100000734,Bank Of Beijing Co Ltd Class A,601169,CHN,Dec-22,Dec-23,0.014646914982237982,-7.259934625336814,0.014299814208727052,0.015086227518172046,ridge_a0.1,-0.0007864133094449936,-0.0004393125359340635,0.008836886225526091,0.025483855114421836
